miR,GSM1021014,GSM1021015,GSM1021016,GSM1021017,GSM1021019,GSM1021020,GSM1021021,GSM1021022,GSM1021023,GSM1021024,GSM1021026,GSM1021038,GSM1021039,GSM1021040,GSM1021042,GSM1021043,GSM1021044,GSM1021045,GSM1021046,GSM1021047,GSM1021048,GSM1021049,GSM1021051,GSM1021052,GSM1021055,GSM1021060,GSM1021061,GSM1021062,GSM1021063,GSM1021064,GSM1021065,GSM1021067,GSM1021069,GSM1021070,GSM1021071,GSM1021072,GSM1021073,GSM1021078,GSM1021080,GSM1021082,GSM1021083,GSM1021084,GSM1021086,GSM1021087
bkv-miR-B1-3p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0.493243553,0,0,0,0,0,2.662512674,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
bkv-miR-B1-5p,0,0.000469439,0.299228919,0,0,0,0,0,0,0,0,0,0,2.28768034,0.945821902,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0.60854242,0,0,0,0,0,0,0,0,0,0,0,1.554635774,0.000210173,0.000688884,0,0,0,0,0.855883373
ebv-miR-BART1-3p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0.132820732,0,0.057405966,0,0,0.110023335,0,0,0,0,0.000210173,0.000688884,0,2.037535075,0,0,0
ebv-miR-BART1-5p,0,0.000469439,0,0,0,0.160465189,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,3.884994217,0.43464783,0.18578794,0,0,2.200478379,1.834923617,2.28768034,1.27734253,0,0.000210173,0.000688884,0,0,0,0.345657928,0
ebv-miR-BART10,0,0.000469439,0,0,0,0.071275277,0,0,0.28351289,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,1.230321306,0,1.415237303,0.064710164,0,0,0.636201884,0,0,0,0.019985412,0,0,0.000210173,0.000688884,0.667265724,0.773683463,0,0,0
ebv-miR-BART10*,1.943023464,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.335273767,0.000469439,0.000210173,2.37E-05,1.312643421,0.001629967,0.000104359,0,0,0,0.972575963,0,1.955894582,0,1.760060413,0,0,0,0.143542874,0,0,0.000210173,0.000688884,0,0,0,1.360079356,0
ebv-miR-BART11-3p,0,0.000469439,0,0,0,0.149026837,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0.564571306,0
ebv-miR-BART11-5p,1.427961028,0.000469439,0.689067049,0,0,0.44702054,0.493243553,0,1.501420083,0,0.402101838,0,0,0,0.667265724,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,1.042503778,0,0.924313215,2.61236207,0,3.98193863,0,0,1.981381985,0.645995406,3.372814876,0,0,0.000210173,0.000688884,0.590355018,0.69873471,0.278261267,0.876556614,0
ebv-miR-BART12,2.370657099,2.849598651,3.166519652,3.570606843,3.09097306,4.021781361,2.953166176,3.182340094,2.062622329,2.662512674,2.118586816,3.438166393,3.83004867,3.119354194,3.604510202,3.688968135,2.274756668,1.928823294,1.721255835,2.743730537,2.489484758,2.230782238,2.629382005,2.461688915,0,4.063364105,3.604510202,3.372814876,3.491563956,3.076165078,3.688968135,2.38360787,3.473839342,1.566691648,3.604510202,2.808936121,1.673018732,1.62121968,2.776053194,1.130694699,4.279327522,4.124833952,1.834923617,1.733143855
ebv-miR-BART13,3.724778413,4.974950586,3.570606843,3.272466251,3.210999858,5.089669711,4.350156542,3.586921049,2.808936121,3.604510202,3.456623181,3.291632065,3.325885189,3.923131844,3.09097306,3.554392902,3.405507913,3.356426099,2.837117046,3.076165078,3.325885189,3.291632065,3.473839342,2.953166176,2.61236207,1.439870071,0.070438457,0.355871213,0,0,0,2.050500585,0,2.726303974,0,0,3.029934937,2.726303974,2.534191149,0.737558317,0,0.226898097,3.257059712,3.619077465
ebv-miR-BART13*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,2.023012579,0.83520271,0,2.548471325,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BART14,0,0.000469439,0.187755335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,2.28768034,0.108279128,0,0.075382036,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,1.415237303,2.200478379,0,0
ebv-miR-BART14*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,1.539540547,0,0,0,0,0,0,0,0.033612506,0,0,0.000210173,0.000688884,0.226898097,0,0.463370514,0,0
ebv-miR-BART15,1.771581976,3.076165078,1.154593848,2.050500585,0.60854242,1.943023464,0.747260573,1.795111502,0.755905171,2.089376242,1.219215914,2.18622139,1.077964695,0.83520271,0.39393591,0.91223565,1.2884626,1.873635642,2.159004299,2.146091542,2.230782238,2.07651485,2.646155917,2.302707719,1.605955667,2.821983801,3.905566196,1.167470676,2.837117046,0,3.554392902,1.808006742,2.695824537,1.401521514,2.866904282,2.343430149,1.016775354,0.000210173,2.430407623,2.837117046,1.2884626,1.747316292,0.24049451,0
ebv-miR-BART16,0,0.000469439,0.57276422,0,0.528126843,0.072322966,0.416604994,0.865520658,0,1.105126696,1.066427085,0.83520271,0.888872321,1.733143855,0.689067049,0.645995406,0,2.037535075,0.000210173,2.37E-05,0,0.001629967,1.943023464,0.876556614,0,0,4.279327522,0.60854242,1.219215914,0.71776041,0.484895594,0.876556614,1.167470676,0.616968435,0.140842059,2.519805284,0,2.578867505,0.000688884,0.179064697,0.865520658,0.935576818,0.244530191,1.795111502
ebv-miR-BART17-3p,0,1.251862187,0.811535269,0,0,3.707088085,0,0,0,0.580547785,0,0,0,0,1.427961028,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,1.401521514,0,0.747260573,0,0,0,3.149864938,0,0.945821902,0,0.154906893,1.006149806,0.02450796,0,1.710613927,0.000210173,0.000688884,0.846026326,0,0.747260573,0.064710164,1.439870071
ebv-miR-BART17-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0.536433711,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,2.578867505,0,0
ebv-miR-BART18-3p,0.935576818,0.000469439,0,0,0,0,0.380026229,0,0,0,0,0,0.564571306,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0.897860067,0,0,0.125808921,1.028977239,0,0.289379995,0,0,1.821928449,0,2.316414729,0.855883373,0,1.783400498,0.000688884,0.019985412,3.743409843,0.187755335,0.173270438,0
ebv-miR-BART18-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,2.676827419,0,0,2.316414729,0,0.071275277,0,0,0,0,0.984357361,0,0,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BART19-3p,3.372814876,5.337062632,2.911289648,2.316414729,0,5.152925114,3.197211484,2.982328296,0,0,0.511347528,0,0,0,0,0.544990959,0.463370514,2.476718533,1.180990354,1.360079356,0,3.84809489,3.134813182,0,2.646155917,0,0.773683463,0.040957476,3.119354194,1.981381985,0.536433711,1.154593848,0.888872321,0,4.189436769,2.489484758,0,0.000210173,0.000688884,0.124342687,4.442918641,1.450754003,0.079078921,0.248261658
ebv-miR-BART19-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BART2-3p,0,0.000469439,0.20317494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0.935576818,2.808936121,1.955894582,0,0,0.170354078,0,0,0,0,1.635115657,0,0.000210173,0.000688884,0.02450796,0.755905171,1.673018732,0,0
ebv-miR-BART2-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,1.006149806,0.130395125,1.066427085,0.876556614,0,0,0.299228919,0,0.085901245,0,0,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BART20-3p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0.528126843,0,0.43464783,0,0,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BART20-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,2.726303974,0,1.105126696,0.050305782,4.442918641,0,1.374651983,0,1.042503778,0,1.62121968,0,0,0.000210173,0.000688884,0,0,0,0.051522947,0
ebv-miR-BART3,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0.924313215,3.604510202,0,0,0,0,0,1.808006742,0,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BART3*,1.105126696,2.866904282,0.30433669,0.727730631,1.130694699,0,1.439870071,0,0,0.784131182,1.105126696,0.373711909,0.499838262,0.278261267,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,1.439870071,0.811535269,2.133501657,0.773683463,1.053419917,1.914909542,3.438166393,3.310252395,0.657343196,0,1.86038934,0.499838262,0,0.793025762,0,0.000210173,0.000688884,2.938773065,2.215580827,3.538780354,1.374651983,0
ebv-miR-BART4,0,0.000469439,0,0,0,0.108279128,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,3.325885189,0,0,0,0,0,3.554392902,0,0,0.000210173,0.000688884,0.045408049,0,0,0,0
ebv-miR-BART5,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.499838262,0,2.982328296,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BART6-3p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0.29424436,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BART6-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,1.154593848,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0.066211948,0,0,0,0
ebv-miR-BART7,0,0.000469439,0,0,0,0.91223565,0.351757685,0,0,0,0,0,0,1.192782785,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,3.884994217,2.760741598,1.206598562,0,0,0,0,0,0,0,1.388897642,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BART7*,0,0.000469439,0,0,0,0.064710164,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.157730468,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,2.776053194,0,0,0,0
ebv-miR-BART8,0,0.000469439,0,0,0,0.289379995,0,0,0,0,0,0.455207671,0.984357361,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0.218291632,0,0.83520271,0.154906893,0,0.24049451,0,0,1.118642239,0.802251438,0.000210173,0.000688884,0,1.219215914,0.44702054,0,0
ebv-miR-BART8*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,3.491563956,2.726303974,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0.128328827,0,0
ebv-miR-BART9,0,0.000469439,0,0,0,1.26367178,0,0,1.673018732,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,1.605955667,0,0,3.777238544,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0.426133323,0
ebv-miR-BART9*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0.474963928,0,0.226898097,0,0,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BHRF1-1,2.215580827,3.045198148,3.134813182,2.146091542,1.661021607,1.795111502,2.33051656,1.335273767,2.174050278,2.489484758,2.200478379,0.784131182,1.808006742,1.167470676,1.648833739,1.14211655,1.360079356,2.200478379,4.671870891,4.696680295,4.124833952,5.637435521,2.662512674,2.38360787,1.994937893,2.999607704,2.504502275,2.896779212,1.914909542,0.218291632,3.166519652,2.938773065,1.241005105,3.356426099,3.570606843,1.771581976,2.743730537,2.837117046,3.045198148,3.059056005,2.837117046,2.18622139,2.35704555,2.837117046
ebv-miR-BHRF1-2,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,1.661021607,0,0,0.000210173,0.000688884,0,0,3.291632065,0,0
ebv-miR-BHRF1-2*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0.598794406,0,0,0,0,2.174050278,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
ebv-miR-BHRF1-3,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.19636494,0.048197076,0,0,0,0,0,0,0.737558317,1.053419917,0,0.000210173,0.000688884,0,0,4.646481086,0,0
hcmv-miR-UL112,0,0.000469439,0,0,0,0.257116704,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,3.149864938,0,0,0.252612287,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hcmv-miR-UL148D,0,0.000469439,0,0,0,0.128328827,0,0,0,0.57276422,0,0,0,0,0.624458783,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0.068800242,0,0,0.727730631,0,0,0,1.042503778,0.000210173,0.000688884,1.415237303,0,0,0,0.811535269
hcmv-miR-UL22A,0,0.000469439,0,0,0,0,0,0,0,0,0,0.39393591,0,0.226898097,1.661021607,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,1.230321306,1.105126696,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hcmv-miR-UL22A*,0,0.000469439,0,0,0,0.097339535,0,0,0.44702054,0,0.463370514,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,1.902280955,0,2.548471325,1.241005105,0.474963928,0.058919934,0.173270438,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hcmv-miR-UL36,0,0.000469439,0,0.935576818,0,0,0.802251438,0,0,0,0,1.733143855,0,0,1.167470676,0.993479631,0,0.000469439,1.487570754,2.37E-05,0,0.001629967,0.000104359,0,2.146091542,0,0,0,2.896779212,0.463370514,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0.257116704,0,0,0
hcmv-miR-UL36*,0,0.000469439,0,0,0,0.474963928,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,4.144628657,3.688968135,0.187755335,0,0.289379995,0,0.28351289,0.737558317,0,0.000210173,1.450754003,0.028621827,0,0,0,0
hcmv-miR-UL70-3p,5.337062632,7.150759122,6.758694481,5.124812242,3.310252395,6.254179667,7.975153482,4.914990422,4.021781361,6.886181608,4.943665504,4.021781361,4.063364105,6.40684544,6.138497045,5.542788778,4.167457934,6.758694481,6.254179667,6.800394784,7.515740434,5.204957798,7.368308516,7.060542857,5.9095804,8.518852375,2.133501657,6.577813393,4.83084203,6.534567045,0,8.260775254,6.254179667,4.857943175,1.760060413,7.239395197,7.920313811,7.975153482,6.758694481,6.099762759,3.619077465,6.328453775,5.840519617,6.496902677
hcmv-miR-UL70-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hcmv-miR-US25-1,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.370657099,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0.755905171,0,0,0,0,0,0,0,0,0,0,1.648833739,0,0,0.000210173,0.000688884,3.963153749,0,0,0.855883373,0
hcmv-miR-US25-1*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0.802251438,0,0.077238145,0,0,0.345657928,0.271914459,2.037535075,0,0,0.015081585,2.849598651,0,0.000210173,0.000688884,0.108279128,1.648833739,0,0,0
hcmv-miR-US25-2-3p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,1.401521514,0,0,0,0,0,0,0,1.696708487,0,0,0.000210173,0.000688884,0,0,0,0,0
hcmv-miR-US25-2-5p,0,0.000469439,0.945821902,0.69873471,0,1.439870071,0,0,0,0,0,1.323642223,0,0.32640384,1.251862187,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0.60854242,0,1.016775354,1.808006742,0,3.045198148,0,1.066427085,0.493243553,0.824469678,1.167470676,0,0.000210173,0.000688884,0,3.272466251,0.097339535,0,0
hcmv-miR-US33-3p,0,0.000469439,3.651968315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0.108279128,0,0,0.000210173,0.000688884,0,0,0,0,0
hcmv-miR-US33-5p,0,0.000469439,0,0,0,0.536433711,0,0,0,0,0,0.299228919,0,1.593000388,1.808006742,1.219215914,0,0.000469439,0.000210173,2.37E-05,0.897860067,0.001629967,0.000104359,0,0,0,0,0,0,0.075382036,0,0,0,0,5.672120112,0,0,0.000210173,0.000688884,0,0,3.405507913,0.764478754,0
hcmv-miR-US4,1.873635642,0.000469439,1.969992557,0.402101838,0,2.07651485,2.159004299,0,1.388897642,0.484895594,0,1.684799117,2.415027617,3.688968135,3.570606843,2.821983801,1.312643421,3.473839342,3.134813182,2.7122715,4.001280655,1.47482388,2.953166176,2.896779212,0.484895594,3.760961501,1.439870071,1.981381985,0.160465189,4.299891624,0.192183321,3.538780354,0,1.335273767,0,0,3.325885189,2.791744106,2.695824537,2.174050278,1.374651983,0.108279128,2.938773065,3.166519652
hcmv-miR-US5-1,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,4.144628657,0,0,4.350156542,0,0.187755335,0,0,0.000210173,0.000688884,4.211440925,0,0,0,0
hcmv-miR-US5-2,0,0.000469439,0,0,0,0,0,1.943023464,0,0,0,0.3387261,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,1.566691648,0.91223565,1.016775354,0.121948762,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,3.743409843,0,0.081246433,0,0
hiv1-miR-H1,3.223639942,5.152925114,3.119354194,1.154593848,0,4.914990422,3.905566196,3.438166393,0,3.149864938,2.103987353,2.519805284,2.967862222,4.144628657,3.059056005,3.707088085,1.955894582,3.134813182,1.696708487,3.388919362,3.182340094,4.063364105,5.274051435,5.089669711,0,3.291632065,0.132820732,1.118642239,0,0,0,4.279327522,0,2.118586816,0,0,3.09097306,5.840519617,4.671870891,0.935576818,0,0,3.339848903,3.438166393
hiv1-miR-N367,0,0.000469439,0,1.14211655,0,0.961712261,0.707711485,0.897860067,0.824469678,0,0,0,0.520798859,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,2.61236207,0,0.140842059,0,0,0,0,0,0,0.087422609,0,0,1.251862187,0.000688884,0.69873471,1.028977239,2.343430149,0.520798859,0
hiv1-miR-TAR-3p,0,0.000469439,0,0,0,2.676827419,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hiv1-miR-TAR-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0.066211948,0,0,0,0,0,0,0.30433669,0.624458783,0,0.000210173,0.000688884,0,0,0,0,0
hsa-let-7a,6.534567045,5.672120112,7.104662093,8.029483334,10.46066171,6.328453775,6.44761097,6.930377383,9.70639615,8.518852375,9.617301304,10.46066171,10.16742127,9.43191641,10.30968574,10.05355213,9.617301304,8.72494105,9.43191641,8.518852375,8.082838352,7.420080313,7.150759122,9.009419795,8.518852375,7.813546719,9.085242946,9.335101163,10.30968574,9.16104849,9.70639615,8.324281844,9.617301304,10.05355213,9.798585125,8.597085718,8.72494105,8.932139577,8.932139577,8.932139577,9.085242946,8.932139577,9.16104849,8.597085718
hsa-let-7a*,0,0.000469439,0,0.263665459,0,0.493243553,0,0,0,0.667265724,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,1.710613927,0.070438457,0.091600186,0.278261267,3.637377979,0,0.231412232,0,0,0,0,0.000210173,0.000688884,0.091600186,0,0.43464783,0.152286117,1.077964695
hsa-let-7b,10.30968574,10.46066171,10.61846762,10.78165002,10.61846762,10.46066171,10.61846762,11.02018313,11.49964941,10.30968574,10.78165002,10.61846762,10.30968574,9.929287938,11.02018313,10.30968574,9.519927369,10.78165002,11.49964941,11.2367624,10.05355213,11.2367624,10.46066171,9.519927369,10.16742127,9.798585125,9.70639615,9.929287938,10.61846762,10.05355213,10.30968574,9.798585125,10.46066171,10.61846762,10.05355213,9.70639615,10.46066171,10.05355213,10.61846762,10.05355213,9.929287938,9.929287938,10.30968574,9.70639615
hsa-let-7b*,2.808936121,4.063364105,2.953166176,2.743730537,2.38360787,2.489484758,2.967862222,2.629382005,2.33051656,3.456623181,3.325885189,2.461688915,2.35704555,2.445586662,2.662512674,2.445586662,2.629382005,3.272466251,3.372814876,3.045198148,2.519805284,3.356426099,3.688968135,3.223639942,3.423385611,3.604510202,2.215580827,3.941958198,2.302707719,2.837117046,3.812010791,3.905566196,2.504502275,3.570606843,0.755905171,4.374995302,2.837117046,3.339848903,3.538780354,1.230321306,4.857943175,3.865734802,3.325885189,3.388919362
hsa-let-7c,6.758694481,7.239395197,6.254179667,6.841423146,6.099762759,6.841423146,6.328453775,6.800394784,6.138497045,6.628165727,6.496902677,6.930377383,6.28962553,5.60464848,7.060542857,6.254179667,5.876274076,6.800394784,7.239395197,6.886181608,5.152925114,7.018849089,6.841423146,5.741279291,6.886181608,5.943235306,6.366912134,6.099762759,6.628165727,6.175217141,6.668284347,5.9095804,6.577813393,6.886181608,7.150759122,5.876274076,5.876274076,6.175217141,6.40684544,6.28962553,6.577813393,5.982868634,6.496902677,5.9095804
hsa-let-7c*,0,0.000469439,0,0,0,0,0,0,0,0,0,0.636201884,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.667265724,0,0,0,0,0,0,0,0.030735116,0,0,0.000210173,0.000688884,0.01395454,0,0,0,0
hsa-let-7d,5.089669711,3.272466251,5.005379822,5.572643291,7.195043886,3.743409843,4.538620572,4.974950586,7.150759122,6.40684544,7.060542857,7.018849089,7.324369869,6.886181608,6.758694481,7.104662093,7.975153482,6.099762759,6.841423146,6.099762759,6.668284347,5.840519617,5.4480574,6.930377383,6.40684544,5.124812242,6.976582023,6.710833519,7.281176188,6.976582023,7.324369869,6.175217141,6.930377383,7.420080313,7.567421222,6.328453775,5.710094112,6.577813393,6.800394784,6.577813393,6.841423146,6.534567045,6.44761097,6.254179667
hsa-let-7d*,0,0.000469439,2.726303974,0,0,0.402101838,0,0,0,2.245286235,0,0.493243553,0.972575963,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,5.005379822,0.226898097,0,3.423385611,0,0,0,1.016775354,4.751026073,0,0,0.000210173,0.000688884,0,0,0,0.077238145,0
hsa-let-7e,4.751026073,3.339848903,4.671870891,5.243067798,6.800394784,3.963153749,4.374995302,4.943665504,7.018849089,5.9095804,6.577813393,5.005379822,5.840519617,5.089669711,5.204957798,5.089669711,5.943235306,3.637377979,5.305828257,4.374995302,5.204957798,5.420391545,3.83004867,4.350156542,4.62071995,4.778132501,4.237074311,6.328453775,6.024932903,5.4480574,5.637435521,5.37000481,5.982868634,5.243067798,5.710094112,5.033537101,5.305828257,5.305828257,4.442918641,5.60464848,4.646481086,6.138497045,4.001280655,5.305828257
hsa-let-7e*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,2.35704555,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,2.274756668,0
hsa-let-7f,4.943665504,3.923131844,5.089669711,6.28962553,9.239851506,4.751026073,4.646481086,5.243067798,8.082838352,7.239395197,8.260775254,9.43191641,9.43191641,8.800085785,9.335101163,9.239851506,9.16104849,7.018849089,7.61234271,6.534567045,7.239395197,5.393607956,5.420391545,8.800085785,6.668284347,6.534567045,8.150291806,8.453585406,8.932139577,8.65603669,8.65603669,6.930377383,8.453585406,9.085242946,8.800085785,7.567421222,7.462185096,8.082838352,7.813546719,8.082838352,8.029483334,7.86242627,7.975153482,7.420080313
hsa-let-7f-1*,3.239660542,4.124833952,3.812010791,3.119354194,2.578867505,2.415027617,3.029934937,3.777238544,2.760741598,3.423385611,3.291632065,2.676827419,2.676827419,2.430407623,2.695824537,2.274756668,2.646155917,3.438166393,3.197211484,3.239660542,2.896779212,3.134813182,3.372814876,3.79651237,3.405507913,3.905566196,3.651968315,3.963153749,3.619077465,3.724778413,4.167457934,3.777238544,3.239660542,3.707088085,3.076165078,4.442918641,3.014832448,3.456623181,3.884994217,3.09097306,5.061289641,4.083653451,3.291632065,3.291632065
